White,Alchy,Junky,Super,Married,Felon,Workrel,Propty,Person,Male,Priors,School,Rule,Age,Tservd,Follow,Recidivate
0,0,0,0,0,0,0,1,0,1,0,9,0,18,5,52,0
1,1,0,0,0,0,0,0,0,0,0,11,0,32,4,47,1
1,1,0,1,0,0,1,0,1,1,3,10,0,34,7,57,1
1,0,0,1,0,0,0,0,0,1,0,8,0,37,4,54,1
0,0,0,1,1,1,1,1,0,1,1,10,2,24,96,51,1
1,0,0,1,0,0,0,0,0,1,1,9,3,22,22,48,1
1,1,1,1,0,0,1,0,0,1,1,12,0,28,4,55,1
1,1,0,1,0,0,0,1,0,1,1,12,3,24,25,46,0
1,0,0,1,1,0,1,0,0,1,0,10,0,21,4,52,1
1,0,1,0,0,1,1,1,0,1,1,10,6,28,53,52,0
1,1,1,0,0,1,0,1,0,1,0,12,2,18,4,52,1
0,0,0,1,1,1,0,1,0,1,3,9,7,30,116,57,1
1,0,0,1,0,1,1,0,1,1,0,11,0,27,13,48,1
1,1,1,1,0,0,0,0,1,1,1,8,0,17,9,46,0
1,0,0,1,1,0,1,0,0,1,0,14,0,31,10,51,1
0,1,0,1,0,0,1,0,1,1,0,11,0,28,4,49,1
0,0,0,0,0,1,0,1,0,1,2,9,3,18,18,48,0
1,0,0,1,0,1,0,0,0,1,0,9,33,21,97,50,0
0,0,0,1,0,0,0,1,0,1,1,11,0,23,12,47,0
0,0,0,1,0,0,0,0,0,1,1,17,1,35,36,57,1
1,1,0,1,0,1,1,0,1,1,0,8,0,23,43,56,0
0,1,1,1,0,0,0,1,0,1,2,10,0,23,4,46,0
0,0,0,1,1,0,0,0,0,1,3,3,0,47,4,50,1
0,0,0,1,0,1,0,1,0,0,0,12,0,26,3,57,1
0,0,0,1,0,0,0,1,0,1,0,9,1,17,7,46,1
1,0,0,1,1,1,1,1,0,1,1,8,2,37,57,48,1
1,0,0,1,0,0,0,1,0,1,0,7,0,17,5,49,1
1,1,0,1,0,0,1,0,0,1,1,8,0,29,4,46,1
0,0,0,1,0,1,1,1,0,1,0,11,0,21,5,48,1
1,1,0,0,0,0,0,0,0,1,3,12,0,35,3,53,1
0,0,1,1,0,0,0,0,0,1,0,14,0,27,4,56,1
1,0,1,0,0,0,0,0,0,1,1,9,6,23,35,55,0
1,0,0,1,0,0,0,0,0,1,0,8,3,16,17,55,1
0,1,1,1,0,0,0,0,0,1,0,12,1,20,13,55,0
0,1,0,1,1,1,1,1,0,1,1,3,1,28,57,50,1
0,0,0,1,1,1,1,1,0,1,1,9,2,24,14,46,0
0,0,0,1,0,0,0,0,0,1,1,10,0,27,26,46,1
1,1,0,1,0,0,0,1,0,1,0,10,1,29,8,57,1
1,0,0,1,0,1,0,1,0,1,0,9,0,19,13,54,1
1,0,0,0,0,1,0,0,0,0,0,10,0,20,6,57,1
1,1,0,1,0,0,0,0,0,1,0,8,0,42,4,52,1
0,0,0,1,0,0,1,0,0,1,0,10,0,28,3,47,1
0,0,0,1,0,0,0,1,0,1,0,10,0,24,3,47,1
0,0,0,1,1,1,1,1,0,1,0,10,11,22,63,53,0
1,1,0,1,0,0,1,0,0,1,0,9,0,23,18,56,0
1,0,0,1,0,1,1,0,1,1,0,7,0,39,56,46,1
1,0,0,1,1,1,1,1,0,1,2,6,0,37,25,54,1
0,1,0,1,0,1,0,0,1,1,5,10,0,31,25,49,1
0,0,1,1,0,1,1,1,0,1,0,10,0,20,19,46,1
1,0,0,1,1,1,1,1,0,1,8,6,6,39,101,55,1
0,0,0,1,0,0,0,0,0,1,0,10,3,18,22,56,0
1,0,1,1,0,0,0,0,0,1,0,10,7,21,25,46,0
1,0,0,1,0,0,1,0,0,1,5,8,13,33,124,50,0
0,0,0,1,0,0,0,1,0,1,0,9,0,19,9,47,1
1,1,0,1,0,0,0,0,0,1,12,5,2,54,16,54,0
0,0,0,1,0,0,1,0,0,1,0,10,2,28,53,57,1
0,1,0,1,0,0,0,0,0,1,3,10,0,22,2,52,0
1,1,1,1,0,1,0,0,1,1,0,13,12,23,49,55,0
0,1,1,0,0,1,0,1,0,1,0,12,0,24,6,48,1
0,0,0,1,1,0,0,0,0,1,1,12,1,29,36,54,1
1,1,0,0,0,0,1,0,0,1,0,8,0,38,16,50,1
0,0,0,1,1,0,0,0,0,1,0,8,0,25,6,50,0
0,0,0,1,0,0,0,1,0,1,0,9,0,17,5,49,1
0,0,1,1,0,1,1,0,1,1,2,8,0,52,57,46,1
1,1,0,1,1,1,0,0,0,1,0,12,0,41,9,54,1
0,0,0,1,0,1,1,0,1,1,4,1,0,54,56,48,1
1,0,0,1,0,1,0,1,0,1,0,8,0,17,12,52,1
0,0,0,1,0,0,0,0,1,0,0,8,0,23,5,49,1
0,0,0,1,0,0,1,0,0,1,0,8,1,31,9,52,1
0,1,0,1,0,0,0,1,0,1,0,10,1,17,8,52,0
0,0,0,1,0,0,0,0,0,1,1,8,0,43,47,51,1
0,0,0,1,0,1,0,1,0,0,1,11,1,23,10,56,0
0,0,0,1,0,0,0,0,1,1,0,12,0,22,2,55,0
0,0,0,1,0,1,1,1,0,1,0,10,0,22,17,57,1
0,0,0,1,0,1,0,1,0,1,0,11,0,20,7,46,1
0,1,1,1,0,0,0,1,0,1,0,7,3,18,18,48,0
1,1,0,1,0,1,0,1,0,1,0,8,2,19,25,46,0
1,0,1,1,0,1,1,1,0,1,0,10,0,19,14,50,0
1,1,0,1,0,1,0,1,0,1,0,10,1,19,9,53,1
0,0,0,0,1,1,1,0,0,1,0,5,2,24,19,53,1
1,0,0,1,1,1,1,1,0,1,0,8,2,24,12,53,1
1,1,0,0,0,0,0,1,0,1,3,5,0,25,12,50,1
1,0,0,1,0,0,0,0,0,1,0,10,9,20,27,52,0
0,0,0,1,0,1,0,0,1,1,1,11,0,20,14,52,1
1,1,0,0,0,0,0,0,0,1,4,4,0,55,9,53,1
1,1,0,1,0,0,0,0,0,1,0,12,1,35,5,49,1
0,0,0,1,0,0,0,1,0,1,1,11,0,22,5,51,1
0,0,0,0,0,0,1,1,0,1,2,8,2,24,15,57,0
1,0,1,1,0,0,1,0,0,1,9,4,0,52,9,53,1
0,1,0,1,0,0,0,0,0,1,0,10,0,26,2,53,1
0,0,0,1,0,0,0,0,0,1,0,10,1,20,7,48,0
1,0,0,1,0,1,0,1,0,1,0,10,0,18,14,49,1
1,0,0,1,0,1,0,1,0,1,0,9,0,20,4,50,1
1,0,0,1,0,0,0,0,0,1,0,8,0,18,24,55,0
1,0,0,1,1,1,1,0,1,1,2,6,0,43,20,52,1
1,1,0,1,0,0,0,0,0,1,1,12,0,49,4,56,1
0,0,0,1,1,1,0,0,1,1,0,12,0,30,18,53,1
0,0,0,1,0,1,0,1,0,1,1,12,1,25,8,53,1
1,1,1,1,0,1,0,1,0,1,5,8,2,23,28,53,1
0,0,0,1,0,0,1,0,1,1,2,11,0,35,10,49,1
1,1,0,1,1,0,1,0,0,1,0,8,0,21,5,56,0
1,1,0,0,0,1,0,0,0,1,0,9,1,20,18,50,1
1,0,1,1,0,1,0,1,0,1,0,9,0,18,4,46,1
1,1,0,1,0,0,0,1,0,1,1,12,3,24,25,46,0
0,1,0,1,0,0,0,0,0,1,0,12,0,32,2,53,1
0,0,0,1,0,1,0,0,1,0,0,7,0,68,16,56,1
1,0,0,0,0,0,0,0,0,1,0,10,21,21,43,46,1
1,1,1,0,0,0,0,0,0,1,4,12,12,29,29,48,0
1,0,0,1,0,0,0,0,0,1,0,10,1,18,7,57,0
0,1,0,1,0,1,0,0,1,1,0,9,1,30,20,48,1
1,0,0,0,1,1,0,0,1,1,0,12,0,42,6,54,1
0,1,1,1,0,0,0,1,0,1,0,12,0,24,20,47,1
0,0,0,1,0,1,1,1,0,1,0,11,0,18,10,50,0
0,1,0,1,0,0,0,0,0,1,0,10,0,47,35,50,1
1,0,0,1,0,0,0,1,0,1,0,9,1,21,8,51,1
1,1,0,1,0,0,0,1,0,1,2,12,2,44,11,46,0
1,0,0,0,1,1,0,1,0,1,0,8,0,59,12,52,1
0,0,1,1,0,1,0,1,0,1,3,8,14,21,38,57,1
1,0,0,1,0,0,1,0,0,1,0,9,0,21,37,51,1
0,0,1,1,1,0,0,0,1,1,0,12,0,30,2,46,1
0,0,0,1,0,0,0,1,0,1,0,9,0,17,5,56,1
0,0,0,1,1,1,1,0,1,1,0,10,0,35,33,56,1
0,0,0,1,0,0,1,0,0,1,1,12,0,25,24,52,0
1,0,0,1,0,1,0,1,0,1,0,8,1,18,9,50,1
0,1,0,1,1,0,1,0,0,1,1,10,0,44,3,50,1
0,0,0,1,0,1,0,1,0,1,0,7,2,17,6,51,1
0,0,0,1,0,0,0,0,0,1,0,8,0,17,12,48,0
1,0,0,1,0,1,0,1,0,1,0,11,3,26,15,51,1
0,0,0,1,0,1,0,1,0,1,0,11,0,18,6,54,1
1,0,1,1,0,0,0,1,0,1,0,9,0,17,3,46,0
0,0,0,1,0,1,0,1,0,1,2,12,2,31,48,49,0
0,0,0,1,0,0,1,0,1,1,0,12,0,29,7,53,1
0,0,0,1,0,1,1,0,0,1,3,12,2,24,29,52,0
0,0,0,1,0,1,0,0,0,1,1,12,0,31,1,49,1
0,1,0,1,1,0,1,0,0,1,1,1,0,57,15,52,1
0,1,0,1,0,1,0,0,1,1,1,9,3,19,12,46,0
0,1,0,1,0,0,0,0,0,1,0,10,0,28,11,57,0
1,0,0,1,0,1,0,0,1,0,0,3,0,59,10,49,1
1,0,0,0,1,0,0,1,0,1,6,12,0,27,10,55,0
0,1,0,1,0,0,1,0,0,1,0,12,0,35,9,53,1
1,1,0,0,1,0,1,0,0,1,4,14,1,55,19,56,1
0,0,0,1,0,0,1,0,1,1,3,9,0,23,15,50,1
1,1,1,0,0,1,0,1,0,1,0,7,0,18,4,49,0
1,0,0,1,0,1,0,1,0,1,0,9,0,17,6,54,0
0,0,0,0,0,0,0,0,1,1,5,8,1,45,9,47,1
0,0,0,0,0,0,1,0,0,1,4,10,3,24,35,54,0
1,1,0,0,0,1,1,1,0,1,1,7,0,21,12,49,1
0,0,0,1,1,0,1,0,0,1,2,9,0,40,33,52,1
0,0,0,1,0,1,1,0,0,1,4,12,0,36,35,49,1
0,0,0,1,0,1,0,1,0,1,0,13,0,22,14,47,1
1,0,0,1,0,1,0,1,0,0,0,9,1,18,7,50,1
1,0,0,1,1,1,1,1,0,1,1,14,0,37,19,48,1
0,1,1,1,0,0,0,0,0,1,0,10,0,24,2,47,0
0,0,1,1,1,1,1,1,0,1,40,5,0,48,54,50,0
1,0,0,1,1,0,0,0,1,1,0,10,1,21,8,54,1
0,0,0,1,0,1,1,1,0,1,0,12,0,25,45,53,0
1,1,0,1,1,0,1,0,0,1,2,7,2,33,29,50,1
1,1,1,1,0,0,0,1,0,1,0,8,0,17,2,51,1
1,0,0,1,0,0,0,0,0,1,0,10,7,18,39,55,1
1,0,0,0,0,1,0,1,0,1,0,10,0,21,5,52,1
1,0,0,1,0,0,0,0,0,1,1,7,2,17,22,46,1
0,1,0,1,1,0,1,0,0,1,0,12,0,32,5,55,0
0,0,0,1,0,1,0,1,0,1,0,11,1,18,7,56,1
1,0,0,0,0,0,0,0,0,1,0,8,6,21,26,47,0
1,1,0,1,0,0,0,1,0,1,0,12,0,20,2,47,1
0,0,0,1,0,0,0,1,0,1,1,11,0,23,12,47,0
0,0,0,1,1,1,1,1,0,1,2,8,2,25,34,52,0
1,1,0,1,0,0,0,0,0,1,2,9,0,39,6,53,1
1,0,0,0,0,0,0,0,1,1,0,12,0,21,6,54,0
0,1,0,1,1,0,1,0,0,1,2,12,1,27,7,57,1
1,0,1,0,0,1,0,0,0,1,1,8,0,25,6,57,1
0,0,1,1,0,1,0,1,0,1,1,12,0,25,34,48,0
0,0,0,1,0,1,1,0,0,1,0,14,0,30,1,57,1
1,0,0,0,0,1,1,1,0,1,0,8,4,23,33,48,1
1,1,0,0,0,0,1,0,0,1,12,9,0,31,4,56,0
0,0,1,1,1,1,0,0,0,0,1,12,0,24,9,46,0
0,0,0,1,0,1,0,1,0,1,1,12,1,22,47,51,1
1,1,0,1,1,0,0,0,0,1,0,9,0,42,5,50,1
0,1,0,1,1,0,0,0,0,1,1,6,0,32,5,51,1
0,0,0,1,0,0,0,1,0,1,0,8,0,18,5,46,1
0,1,0,1,0,1,0,1,0,1,0,11,1,23,1,55,0
1,0,0,1,0,1,1,1,0,1,0,5,4,23,16,46,1
1,0,1,1,0,1,1,0,0,1,1,11,0,28,13,46,1
1,0,0,0,0,0,0,0,0,1,0,8,2,18,8,57,0
0,0,0,1,0,0,0,1,0,1,0,7,0,18,7,46,0
0,1,0,1,0,0,0,1,0,1,1,11,3,24,17,50,1
0,0,1,1,0,1,1,1,0,1,2,10,3,33,45,49,1
0,1,0,1,1,0,1,1,0,1,2,2,0,35,11,46,1
0,0,0,0,0,0,1,1,0,1,6,12,1,29,6,47,0
0,0,0,1,1,0,0,0,0,1,2,9,0,29,3,46,1
1,0,1,1,0,0,0,0,0,1,0,9,1,23,21,57,0
0,1,0,1,0,1,0,1,0,1,1,8,1,34,12,51,1
1,0,0,0,1,1,0,1,0,1,0,7,1,20,20,48,1
1,1,0,1,0,1,0,1,0,1,2,10,0,21,13,54,0
0,0,0,1,0,0,0,0,0,1,1,12,3,23,10,56,1
1,0,0,1,0,0,0,0,1,1,0,9,1,45,24,46,1
0,0,0,1,0,0,1,0,0,1,1,10,2,29,37,54,0
0,0,0,1,0,1,0,1,0,1,1,12,2,21,25,49,1
1,0,1,1,0,0,0,0,0,1,0,9,1,23,21,57,0
0,0,0,1,0,0,0,0,0,1,0,10,0,19,2,56,1
1,0,0,1,0,1,0,1,0,1,0,11,0,17,6,52,1
0,0,0,1,1,1,1,0,0,1,1,14,0,30,9,47,1
0,0,0,1,0,0,0,1,0,1,0,9,0,20,13,52,1
1,1,0,1,1,0,0,0,0,1,0,5,0,52,27,57,1
0,1,0,1,1,1,1,0,1,0,0,8,1,31,29,54,1
0,0,1,1,0,1,0,0,0,1,0,12,0,31,8,49,1
0,0,0,1,0,0,1,1,0,0,0,11,0,29,5,46,1
1,0,0,1,0,1,0,1,0,1,1,10,4,23,25,46,0
1,0,0,1,0,0,0,1,0,1,0,11,0,18,9,47,1
1,0,0,1,0,0,1,0,0,1,0,12,2,21,23,54,1
1,1,0,1,1,1,1,1,0,1,0,5,0,37,9,56,1
1,0,0,0,0,1,1,0,0,1,2,9,3,31,39,48,0
0,0,0,1,0,1,0,1,0,1,3,10,0,28,27,57,0
1,0,0,1,0,1,0,1,0,1,1,11,8,20,53,50,0
1,0,0,1,1,0,1,0,0,1,0,8,5,21,31,51,1
1,0,0,1,1,0,0,0,0,1,1,10,3,20,6,52,1
1,1,0,1,1,0,1,0,0,1,0,5,0,49,33,48,1
0,0,0,1,0,0,0,0,0,1,0,9,4,21,24,48,1
1,1,0,1,1,0,1,0,0,1,0,12,0,24,6,55,1
0,0,0,1,0,1,0,1,0,1,3,13,1,27,20,50,0
0,0,1,0,0,0,0,0,0,1,10,10,5,27,15,55,1
0,0,0,1,0,1,1,1,0,1,2,12,0,31,61,54,1
0,0,0,1,0,1,0,0,0,0,1,10,0,20,6,48,0
1,1,0,1,0,0,1,0,0,1,0,11,0,22,3,55,1
1,0,0,1,0,1,1,1,0,1,1,12,5,25,32,54,1
0,0,0,1,0,1,1,1,0,1,0,11,0,23,12,57,1
0,0,0,1,0,1,1,1,0,1,0,9,4,23,54,50,1
1,0,0,0,0,1,1,0,0,1,0,12,1,24,13,53,1
1,1,0,1,1,0,0,0,1,1,0,7,0,37,5,50,1
0,0,0,1,1,1,1,0,1,1,0,10,0,35,33,56,1
1,1,0,0,0,1,0,1,0,1,2,10,12,23,37,55,0
1,0,0,1,1,0,1,0,1,1,0,7,0,31,5,55,1
1,0,1,1,0,1,0,1,0,1,0,10,0,21,10,56,1
0,0,0,1,1,0,1,0,1,1,0,3,0,35,5,55,1
1,1,0,1,0,0,1,0,0,1,1,12,0,43,5,48,1
0,0,0,1,0,0,1,0,0,0,2,7,0,25,45,57,1
0,1,1,1,0,1,1,1,0,1,1,10,3,20,77,57,0
1,0,0,0,1,0,1,0,0,1,2,9,0,43,5,52,1
0,1,0,1,0,0,1,0,0,1,0,9,2,30,12,46,1
1,0,0,1,0,1,1,1,0,1,0,12,5,27,68,56,0
0,1,1,1,0,1,0,1,0,1,0,10,1,21,14,47,1
0,0,0,1,0,0,0,1,0,1,0,9,2,18,8,49,1
0,1,0,0,0,1,1,1,0,1,8,10,0,44,54,53,0
1,0,0,1,0,0,0,1,0,1,0,10,0,17,2,55,1
1,1,0,1,1,0,1,0,0,1,3,9,0,43,4,48,1
1,0,1,1,0,1,0,0,0,1,1,12,0,23,7,53,1
1,0,0,1,0,0,0,0,0,1,0,11,2,21,7,46,1
1,1,0,1,1,0,0,0,0,1,1,5,0,36,7,46,1
0,0,0,1,0,1,1,1,0,1,3,9,0,23,22,55,0
0,1,1,1,0,0,0,0,1,1,0,9,2,21,24,53,0
1,0,1,1,0,0,0,0,0,1,1,8,4,20,26,54,1
1,1,0,1,0,1,0,0,0,1,8,7,1,34,33,52,0
0,0,0,0,0,1,1,1,0,1,1,11,0,25,35,52,1
1,0,0,1,1,1,1,1,0,1,0,11,2,24,20,51,0
1,1,0,1,0,0,0,0,1,1,0,7,2,22,11,53,1
1,1,1,1,0,1,0,1,0,1,0,12,2,30,10,47,0
0,0,1,1,0,0,1,0,0,1,9,12,0,30,36,49,1
1,1,0,1,1,0,0,0,0,1,0,11,0,37,2,57,1
1,0,0,1,0,0,0,0,0,1,0,11,0,18,3,57,1
0,1,1,1,0,1,0,1,0,1,1,11,0,29,18,56,1
1,1,0,0,0,0,0,0,0,1,1,5,0,47,6,57,1
1,1,0,0,0,0,0,0,0,1,5,10,0,32,6,57,0
1,0,0,1,1,1,1,1,0,1,0,10,9,24,46,53,1
0,0,0,1,0,0,0,1,0,1,0,12,0,28,11,53,1
1,1,1,0,0,0,0,1,0,1,0,13,1,23,13,50,1
0,0,0,1,1,1,1,1,0,1,0,12,3,26,89,50,0
0,0,0,1,0,1,1,0,1,0,0,9,0,27,20,54,1
0,1,0,1,0,0,0,1,0,1,1,12,3,20,18,52,1
0,0,1,1,0,1,0,1,0,1,3,8,14,21,38,57,1
1,1,0,1,0,0,0,0,0,1,2,9,0,60,5,57,1
1,1,1,1,0,0,0,0,0,1,0,16,1,27,18,57,1
1,0,0,1,0,0,1,0,0,1,1,9,1,20,9,49,0
0,0,0,1,0,1,0,1,0,1,0,11,2,24,44,55,1
1,0,0,1,0,1,1,1,0,1,0,8,2,23,18,57,1
1,0,1,1,0,0,0,1,0,1,0,10,0,19,2,52,0
0,0,0,1,0,0,0,1,0,1,0,10,1,18,12,48,1
0,1,0,0,0,0,0,0,0,1,0,6,2,26,10,47,0
0,0,0,1,0,1,1,1,0,1,0,10,1,23,12,46,1
1,0,0,1,0,0,1,0,0,1,0,12,1,19,10,56,1
1,1,1,1,0,1,0,1,0,0,0,10,1,24,8,46,1
1,1,0,1,1,0,0,0,0,0,1,7,0,34,9,46,0
1,1,0,1,1,0,1,0,0,1,1,8,0,28,5,51,1
1,0,1,1,1,1,0,0,0,1,1,11,3,24,16,51,0
1,1,1,1,0,0,0,1,0,1,0,8,1,17,13,54,0
1,1,1,1,0,0,0,0,0,1,0,8,0,20,3,53,1
1,1,0,1,0,0,0,0,0,1,0,12,4,23,19,47,1
0,0,0,1,1,0,1,0,0,1,0,10,0,28,44,51,1
0,0,0,1,0,1,0,1,0,1,0,10,2,22,14,46,1
1,1,1,1,0,1,1,1,0,1,0,8,0,20,21,50,1
1,0,0,1,0,0,0,1,0,1,1,7,0,19,4,56,1
0,1,0,1,1,0,1,0,0,1,5,7,0,43,3,55,1
0,0,0,1,0,0,0,0,0,1,1,8,0,43,47,51,1
0,0,0,1,0,1,1,0,0,1,0,11,3,29,47,50,1
0,1,1,1,0,1,0,1,0,1,0,9,0,19,21,47,0
1,1,0,1,0,1,0,1,0,1,0,11,0,24,12,46,1
1,0,0,1,0,0,1,0,0,1,0,15,2,34,24,47,1
0,0,0,1,0,1,0,0,1,1,0,2,0,59,54,47,1
0,0,0,1,0,1,0,0,0,1,0,12,0,31,4,51,1
1,1,0,1,0,1,1,1,0,1,1,11,0,31,61,50,0
1,1,1,0,0,1,0,1,0,1,0,11,0,19,6,52,1
1,1,1,1,0,0,0,1,0,1,0,9,1,17,5,53,1
1,1,1,1,0,1,0,1,0,1,1,8,1,17,10,47,0
1,0,0,1,1,1,1,1,0,1,0,10,1,37,18,52,1
1,0,0,1,1,0,0,1,0,1,0,10,0,23,4,53,1
0,0,0,1,0,0,1,0,1,1,3,11,0,22,7,49,0
1,1,0,0,0,0,0,1,0,1,0,7,0,17,6,55,1
0,0,0,1,0,1,0,1,0,1,1,13,0,32,50,50,0
1,1,0,1,0,1,1,0,0,1,2,7,0,47,10,49,1
1,0,0,1,0,0,1,1,0,1,1,10,2,19,18,52,1
1,0,0,1,1,1,0,1,0,1,1,12,15,29,90,49,0
0,0,0,1,0,1,0,1,0,1,0,9,0,21,4,46,1
1,0,0,1,0,0,1,0,0,1,3,10,0,30,6,51,1
0,1,0,0,1,0,0,0,0,1,0,10,1,23,6,54,1
0,1,0,1,1,0,1,0,1,1,1,7,0,28,8,56,0
1,1,0,0,1,0,1,0,0,1,3,9,0,29,7,55,1
0,0,0,0,0,1,0,1,0,1,1,10,0,18,6,54,0
1,1,0,0,0,0,1,0,1,1,18,7,1,48,8,55,0
0,0,1,0,0,0,0,0,0,1,9,12,10,42,65,49,0
1,0,0,1,0,1,0,1,0,1,8,10,7,38,97,54,1
1,1,1,1,0,0,0,0,1,1,0,8,0,17,12,47,0
0,0,0,1,1,0,1,0,0,1,0,8,0,27,12,55,1
1,0,0,1,0,1,0,0,0,1,0,10,0,18,20,51,0
0,0,0,1,0,1,1,1,0,1,1,11,4,25,98,49,0
0,1,0,1,0,0,1,1,0,1,3,12,0,47,11,55,1
0,0,1,1,0,0,1,0,0,0,0,9,1,39,54,56,0
1,0,1,1,0,0,1,1,0,1,1,14,0,25,38,47,0
1,0,1,0,1,0,0,0,0,1,1,12,1,34,61,52,1
1,0,0,1,0,1,0,1,0,1,1,12,7,25,38,46,1
1,1,1,1,0,0,0,0,0,1,2,9,1,27,9,51,1
1,0,0,1,0,1,0,0,0,1,1,8,0,38,22,51,1
1,0,0,0,1,0,0,0,0,1,8,11,0,42,4,52,1
0,0,0,0,0,1,0,1,0,1,0,12,0,26,5,57,0
1,0,0,1,1,0,0,0,0,1,0,8,0,51,3,52,1
0,0,0,1,0,0,0,1,0,1,0,10,5,17,8,50,0
1,1,1,1,0,1,1,1,0,1,0,8,0,20,21,50,1
0,0,0,1,1,1,0,1,0,1,0,12,1,21,9,46,1
0,1,0,1,0,1,1,0,1,1,2,12,0,31,35,47,1
0,0,0,1,0,0,0,0,0,1,1,9,0,23,14,57,1
0,1,0,1,0,1,0,1,0,1,0,10,0,18,23,52,0
0,0,1,1,0,1,0,1,0,1,1,9,1,25,13,50,1
0,0,0,0,0,0,1,0,1,1,1,12,1,26,7,48,1
0,1,0,1,1,0,1,0,0,1,1,11,0,43,5,48,0
0,0,0,1,0,0,0,0,0,1,0,12,0,26,4,46,1
0,0,0,1,1,0,0,1,0,1,0,12,0,23,4,52,1
0,1,1,1,0,0,1,0,0,1,0,7,0,22,5,57,0
1,0,0,1,1,1,1,1,0,1,0,10,2,20,35,56,0
1,1,1,1,0,0,0,1,0,1,0,6,2,16,4,47,0
1,1,0,1,0,0,0,0,0,1,1,9,1,21,26,55,1
1,1,0,1,1,1,1,0,1,1,2,3,0,56,12,54,0
1,1,0,1,1,0,1,0,0,1,0,12,3,24,18,55,0
0,0,0,0,0,1,0,1,0,1,0,11,0,19,5,52,1
1,0,1,1,0,1,0,1,0,1,0,9,0,19,9,54,1
1,0,0,1,0,1,0,1,0,1,0,9,3,18,18,48,0
0,0,0,1,1,0,1,0,0,0,4,11,0,37,7,53,1
1,1,1,1,0,1,1,1,0,1,2,9,1,21,13,47,0
1,0,1,0,0,0,0,0,0,1,1,9,15,26,51,50,1
0,0,0,1,0,0,0,0,0,1,0,12,0,25,4,51,1
1,0,0,1,1,1,1,1,0,1,1,6,0,30,44,52,1
1,0,0,1,1,1,0,0,0,1,3,12,5,24,38,53,0
0,0,0,1,1,0,0,0,0,1,0,10,4,24,34,56,1
1,1,0,0,1,1,1,1,0,1,6,5,0,34,5,52,1
1,0,0,1,0,0,1,0,0,1,0,10,2,22,30,56,1
1,0,0,1,0,0,0,1,0,1,0,9,0,17,4,53,1
0,0,0,1,0,1,0,1,0,0,0,12,0,37,18,50,1
1,1,1,1,0,0,0,0,1,0,0,9,0,24,4,52,1
0,0,0,0,0,1,0,1,0,1,1,11,0,19,9,56,0
1,0,0,1,1,1,1,0,1,1,0,13,0,47,5,53,1
0,0,0,1,0,1,1,1,0,1,0,10,0,19,18,46,1
0,1,0,1,0,0,1,0,0,1,0,7,0,50,3,54,1
1,1,0,1,0,1,0,1,0,1,1,9,0,21,11,56,1
1,1,1,1,0,1,0,1,0,1,0,11,0,22,2,55,1
0,0,0,1,0,0,0,0,0,0,0,10,1,19,8,52,0
1,0,0,0,0,0,0,0,0,1,2,8,0,30,20,48,0
1,0,1,1,0,1,0,0,1,1,0,9,9,23,72,50,0
0,0,0,0,0,1,1,1,0,1,4,11,3,23,42,48,0
0,1,0,0,0,0,0,1,0,1,27,5,0,53,7,53,0
0,0,0,1,0,0,0,1,0,1,0,8,0,18,5,46,1
1,0,0,0,1,0,0,0,0,1,7,4,2,33,23,49,0
1,1,0,1,0,0,0,0,0,1,0,10,0,45,8,57,0
0,0,0,1,0,1,0,0,0,1,0,14,0,23,4,53,1
0,0,0,0,1,0,0,0,0,1,1,11,8,23,38,47,0
0,0,0,0,0,0,0,0,0,1,1,10,17,24,40,46,0
0,0,0,1,0,1,0,1,0,1,8,3,0,50,40,56,1
1,0,0,1,0,0,0,1,0,1,0,10,0,18,6,54,1
0,0,0,1,0,0,0,0,0,0,0,10,1,19,8,52,0
1,0,0,1,0,1,0,0,1,0,0,16,2,28,51,57,1
0,0,0,1,0,1,0,0,1,1,0,14,0,31,32,50,1
1,0,0,1,0,0,1,0,0,1,0,12,2,21,23,54,1
0,1,0,1,0,0,0,0,0,1,0,12,0,36,24,54,1
0,0,0,1,0,1,0,1,0,1,0,9,0,17,9,51,1
1,0,1,1,0,0,0,0,1,1,0,12,2,23,9,47,1
1,1,0,1,0,0,0,0,0,1,2,9,0,39,6,53,1
0,0,0,1,0,0,1,0,0,1,0,11,0,25,19,51,1
1,0,0,1,0,0,0,0,1,1,0,12,0,33,6,48,1
1,0,0,1,0,0,0,1,0,1,0,9,0,18,4,46,1
1,0,0,0,0,1,0,1,0,1,0,10,0,19,4,53,0
1,0,0,1,0,0,0,1,0,1,0,9,0,18,5,50,0
1,1,1,1,0,0,1,0,1,1,0,12,0,25,5,50,1
1,1,0,0,1,1,0,0,1,1,1,10,0,20,4,53,0
0,0,0,1,1,0,0,1,0,0,0,12,0,21,6,52,1
0,1,0,0,0,0,0,0,0,1,2,8,0,33,3,53,0
0,0,0,1,1,0,1,0,0,1,3,6,0,39,3,49,1
0,0,0,0,0,0,1,0,0,1,0,9,0,38,28,56,1
1,1,0,0,0,0,0,1,0,1,3,10,1,31,21,52,0
1,1,0,1,1,1,0,0,1,1,0,9,5,20,31,48,0
1,1,0,1,0,1,1,0,0,1,0,10,1,23,17,46,1
1,0,0,1,0,1,1,1,0,1,1,10,0,22,50,52,0
0,0,1,1,0,1,0,1,0,1,2,12,1,23,20,52,0
0,0,0,1,0,0,0,1,0,0,0,10,0,23,4,51,1
